Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2016	Focal adhesion Homo sapiens hsa04510	20/202	9.595077704485192e-11	1.927738338810207e-09	0	0	7.142124542124543	164.74871378473387	JUN;ITGB5;ROCK1;ACTN1;CAV1;ITGB3;PRKCA;IGF1;PIK3CB;EGFR;VEGFA;IGF1R;CCND1;ERBB2;SPP1;BCL2;AKT1;CTNNB1;ITGAV;ITGA6
KEGG_2016	Cell cycle Homo sapiens hsa04110	16/124	1.4515962646481618e-10	2.6733564540603646e-09	0	0	9.538011695906432	216.06636357471345	CDKN1A;TGFB1;PRKDC;HDAC1;PLK1;BUB1B;CCNB1;RBL1;CCND1;CDK4;CHEK1;CDC27;ABL1;CDK1;ATM;TP53
KEGG_2016	AGE-RAGE signaling pathway in diabetic complications Homo sapiens hsa04933	14/101	7.962694235956371e-10	1.3536580201125832e-08	0	0	10.303583502366465	215.8712384669977	JUN;TGFB1;STAT1;PRKCE;STAT3;PRKCA;PIK3CB;RELA;VEGFA;IL6;CCND1;CDK4;BCL2;AKT1
KEGG_2016	p53 signaling pathway Homo sapiens hsa04115	12/69	8.935733221309851e-10	1.4105693156496268e-08	0	0	13.41285030758715	279.46736883342766	CDKN1A;CCNB1;CCND1;RRM2B;CDK4;PERP;CHEK1;SIAH1;CDK1;ATM;IGF1;TP53
KEGG_2016	Longevity regulating pathway - mammal Homo sapiens hsa04211	13/94	3.327209559092205e-09	4.902088750395848e-08	0	0	10.24598865966944	200.01329560501608	PIK3CB;IGF1;SOD2;SIRT1;RELA;IGF1R;RPS6KB1;RHEB;AKT1;TP53;EIF4E;APPL1;ATF4
KEGG_2016	Thyroid hormone signaling pathway Homo sapiens hsa04919	14/118	6.344818870468711e-09	8.763781064834905e-08	0	0	8.611865258924082	162.55435883887563	HDAC1;STAT1;ITGB3;SLC2A1;PRKCA;PIK3CB;HIF1A;ESR1;CCND1;RHEB;AKT1;CTNNB1;ITGAV;TP53
KEGG_2016	Apoptosis Homo sapiens hsa04210	15/140	7.507560112475636e-09	9.759828146218329e-08	0	0	7.693770491803279	143.93009825693574	JUN;PARP1;ITPR1;EIF2AK3;PIK3CB;RELA;NFKBIA;DDIT3;TNFSF10;BCL2;AKT1;CTSH;ATM;TP53;ATF4
KEGG_2016	Chronic myeloid leukemia Homo sapiens hsa05220	11/73	2.180976511841854e-08	2.677754495094721e-07	0	0	11.264119427915231	198.7092948243819	NFKBIA;CDKN1A;TGFB1;CCND1;HDAC1;CDK4;ABL1;AKT1;PIK3CB;TP53;RELA
KEGG_2016	Viral carcinogenesis Homo sapiens hsa05203	17/205	3.632850936144237e-08	4.225579246778296e-07	0	0	5.817077452426093	99.6503936107849	JUN;CDKN1A;USP7;HDAC1;ACTN1;STAT3;PIK3CB;RELA;NFKBIA;RBL1;PKM;CCND1;CDK4;CHEK1;CDK1;TP53;ATF4
KEGG_2016	Colorectal cancer Homo sapiens hsa05210	10/62	4.9194021012663983e-08	5.435939321899371e-07	0	0	12.176178660049628	204.89457023956933	JUN;TGFB1;CCND1;BCL2;AKT1;CTNNB1;PIK3CB;MLH1;TP53;APPL1
KEGG_2016	Glioma Homo sapiens hsa05214	10/65	7.850509323950994e-08	8.261726479015094e-07	0	0	11.510263929618768	188.30909575954837	CDKN1A;CCND1;CDK4;AKT1;PRKCA;PIK3CB;IGF1;TP53;EGFR;IGF1R
KEGG_2016	Transcriptional misregulation in cancer Homo sapiens hsa05202	15/180	2.1885011578164653e-07	2.1684647522480927e-06	0	0	5.816691505216095	89.19825892527909	CDKN1A;HDAC1;PBX3;IGF1;BMI1;MMP9;KLF3;RELA;IGF1R;ETV6;IL6;ZEB1;DDIT3;ATM;TP53
KEGG_2016	Hepatitis C Homo sapiens hsa05160	13/133	2.256773271570413e-07	2.1684647522480927e-06	0	0	6.90228013029316	105.63359681338164	CDKN1A;STAT1;STAT3;EIF2AK3;PIK3CB;IFIT1;RELA;EGFR;NFKBIA;MAVS;IRF1;AKT1;TP53
KEGG_2016	Bladder cancer Homo sapiens hsa05219	8/41	2.37504654698158e-07	2.187022028678872e-06	0	0	15.265734265734263	232.8494448699469	CDKN1A;CCND1;CDK4;ERBB2;MMP9;TP53;EGFR;VEGFA
KEGG_2016	Measles Homo sapiens hsa05162	13/136	2.929435285307246e-07	2.589620792211605e-06	0	0	6.732899022801303	101.28492548722284	STAT1;STAT3;EIF2AK3;PIK3CB;RELA;NFKBIA;MAVS;IL6;CCND1;CDK4;TNFSF10;AKT1;TP53
KEGG_2016	mTOR signaling pathway Homo sapiens hsa04150	9/60	4.43398326097993e-07	3.7688857718329406e-06	0	0	11.138074522413469	162.93663466688824	RPS6KB1;RHEB;AKT1;PRKCA;PIK3CB;IGF1;HIF1A;EIF4E;VEGFA
KEGG_2016	Choline metabolism in cancer Homo sapiens hsa05231	11/101	6.545186963554153e-07	5.357356736835066e-06	0	0	7.748651564185545	110.33588319695264	SLC22A3;JUN;RPS6KB1;RHEB;WAS;AKT1;PLA2G4A;PRKCA;PIK3CB;HIF1A;EGFR
KEGG_2016	Influenza A Homo sapiens hsa05164	14/175	9.124155689680784e-07	7.201565740783763e-06	0	0	5.546746234725775	77.13954440252625	JUN;STAT1;TMPRSS4;EIF2AK3;PRKCA;PIK3CB;RELA;NFKBIA;MAVS;IL6;TNFSF10;AKT1;VDAC1;KPNA2
KEGG_2016	Small cell lung cancer Homo sapiens hsa05222	10/86	1.1543770049873458e-06	8.79714890007598e-06	0	0	8.320882852292021	113.76269222497376	NFKBIA;CCND1;CDK4;BCL2;AKT1;ITGAV;ITGA6;PIK3CB;TP53;RELA
KEGG_2016	ErbB signaling pathway Homo sapiens hsa04012	10/87	1.2860271444854236e-06	9.473733297709286e-06	0	0	8.212400502723083	111.39261299635244	CDKN1A;JUN;ERBB3;RPS6KB1;ERBB2;ABL1;AKT1;PRKCA;PIK3CB;EGFR
KEGG_2016	Insulin resistance Homo sapiens hsa04931	11/109	1.4106256022487596e-06	1.0056395422483092e-05	0	0	7.113202562578429	95.8253465848851	NFKBIA;PYGB;IL6;RPS6KB1;PRKCE;STAT3;SLC2A1;AKT1;TRIB3;PIK3CB;RELA
KEGG_2016	Endometrial cancer Homo sapiens hsa05213	8/52	1.6054979792638606e-06	1.1087970419291035e-05	0	0	11.442890442890445	152.6719206090657	CCND1;ERBB2;AKT1;CTNNB1;PIK3CB;MLH1;TP53;EGFR
KEGG_2016	Melanoma Homo sapiens hsa05218	9/71	1.9146455595590803e-06	1.282232329280475e-05	0	0	9.15683020433565	120.55862537580172	CDKN1A;CCND1;CDK4;AKT1;PIK3CB;IGF1;TP53;EGFR;IGF1R
KEGG_2016	Non-small cell lung cancer Homo sapiens hsa05223	8/56	2.866904400492887e-06	1.863487860320377e-05	0	0	10.487179487179487	133.84029707719097	CCND1;CDK4;ERBB2;AKT1;PRKCA;PIK3CB;TP53;EGFR
KEGG_2016	Neurotrophin signaling pathway Homo sapiens hsa04722	11/120	3.651045194684984e-06	2.3053742515010893e-05	0	0	6.391763902496956	80.0280612558715	NFKBIA;JUN;ARHGDIB;MATK;ABL1;BCL2;AKT1;PIK3CB;TP53;RELA;ATF4
KEGG_2016	Epstein-Barr virus infection Homo sapiens hsa05169	14/202	4.970501862151307e-06	3.051335865376219e-05	0	0	4.743568349325546	57.92840803502717	JUN;CDKN1A;USP7;PSMD13;HDAC1;STAT3;EIF2AK3;PIK3CB;RELA;NFKBIA;BCL2;CDK1;AKT1;TP53
KEGG_2016	Longevity regulating pathway - multiple species Homo sapiens hsa04213	8/64	7.99521913810402e-06	4.775522782489158e-05	0	0	8.985347985347985	105.45803540998264	RPS6KB1;HDAC1;AKT1;PIK3CB;IGF1;SOD2;SIRT1;IGF1R
KEGG_2016	Renal cell carcinoma Homo sapiens hsa05211	8/66	1.00913988856315e-05	5.8689451413804245e-05	0	0	8.674624226348364	99.79137719156428	JUN;TGFB1;SLC2A1;AKT1;ARNT;PIK3CB;HIF1A;VEGFA
KEGG_2016	Central carbon metabolism in cancer Homo sapiens hsa05230	8/67	1.1302092617120952e-05	6.404519149701874e-05	0	0	8.52716210343329	97.12883318200466	PKM;ERBB2;SLC2A1;AKT1;PIK3CB;TP53;HIF1A;EGFR
KEGG_2016	Fc gamma R-mediated phagocytosis Homo sapiens hsa04666	9/93	1.817883708528101e-05	0.0001004380748961776	0	0	6.751033532384015	73.68923522315235	PTPRC;RPS6KB1;BIN1;PRKCE;WAS;AKT1;PLA2G4A;PRKCA;PIK3CB
KEGG_2016	Prolactin signaling pathway Homo sapiens hsa04917	8/72	1.935308811800708e-05	0.0001043178652214528	0	0	7.858974358974359	85.29076533842802	CCND1;STAT1;IRF1;STAT3;AKT1;PIK3CB;ESR1;RELA
KEGG_2016	Pathogenic Escherichia coli infection Homo sapiens hsa05130	7/55	2.6402261674717223e-05	0.00013892618643125015	0	0	9.146964856230031	96.42786039975014	TUBB2A;ROCK1;WAS;ABL1;HCLS1;CTNNB1;PRKCA
KEGG_2016	Progesterone-mediated oocyte maturation Homo sapiens hsa04914	9/98	2.7737115765293987e-05	0.0001425558740495342	0	0	6.370136204342643	66.84017736592202	CCNB1;CDC27;PLK1;CDK1;AKT1;IGF1;PIK3CB;CPEB2;IGF1R
KEGG_2016	AMPK signaling pathway Homo sapiens hsa04152	10/124	3.115529337340687e-05	0.0001564845417164299	0	0	5.536502546689304	57.44966481412582	CCND1;RPS6KB1;RHEB;FASN;AKT1;IGF1;PIK3CB;ELAVL1;SIRT1;IGF1R
KEGG_2016	Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932	11/151	3.25707794526727e-05	0.00015995871686757038	0	0	4.968562182154416	51.33565651593742	JUN;IL6;COX7B;TGFB1;DDIT3;EIF2AK3;AKT1;SDHD;PIK3CB;RELA;ATF4
KEGG_2016	Rap1 signaling pathway Homo sapiens hsa04015	13/211	3.75732020382354e-05	0.00018051473153152223	0	0	4.16651860625802	42.453572519239486	MAGI1;RALB;ITGB3;PRKCA;IGF1;PIK3CB;EGFR;VEGFA;IGF1R;AKT1;CTNNB1;EPHA2;PFN2
KEGG_2016	Herpes simplex infection Homo sapiens hsa05168	12/185	4.528783456527443e-05	0.00021294917955160957	0	0	4.39313865325426	43.942246872923775	NFKBIA;USP7;JUN;MAVS;IL6;STAT1;TAP2;EIF2AK3;CDK1;IFIT1;TP53;RELA
KEGG_2016	Hypertrophic cardiomyopathy (HCM) Homo sapiens hsa05410	8/83	5.477890148077064e-05	0.0002522111922343815	0	0	6.702564102564103	65.7669360002049	IL6;TGFB1;ITGB5;ITGB3;DAG1;ITGAV;ITGA6;IGF1
KEGG_2016	Shigellosis Homo sapiens hsa05131	7/65	7.901976145584534e-05	0.00035639525064779225	0	0	7.566046050457199	71.46745305330212	NFKBIA;ROCK1;WAS;ABL1;HCLS1;RELA;PFN2
KEGG_2016	Signaling pathways regulating pluripotency of stem cells Homo sapiens hsa04550	10/142	9.850240494196563e-05	0.00043538062984348815	0	0	4.777126099706745	44.07104049655768	FZD2;STAT3;AKT1;CTNNB1;NANOG;PAX6;IGF1;PIK3CB;BMI1;IGF1R
KEGG_2016	Toxoplasmosis Homo sapiens hsa05145	9/118	0.00011925221316057512	0.0005167595903624922	0	0	5.195993982123366	46.94201187412241	NFKBIA;TGFB1;STAT1;STAT3;BCL2;AKT1;ITGA6;PIK3CB;RELA
KEGG_2016	Oocyte meiosis Homo sapiens hsa04114	9/123	0.00016372520595830088	0.0006958321253227787	0	0	4.96683025892706	43.29745426050923	AR;CCNB1;CDC27;PLK1;ITPR1;CDK1;IGF1;CPEB2;IGF1R
KEGG_2016	Arrhythmogenic right ventricular cardiomyopathy (ARVC) Homo sapiens hsa05412	7/74	0.0001806855631806536	0.0007534247068476311	0	0	6.546707357779791	56.42444881847626	ITGB5;ITGB3;ACTN1;DAG1;CTNNB1;ITGAV;ITGA6
KEGG_2016	Estrogen signaling pathway Homo sapiens hsa04915	8/99	0.00019067402127749875	0.0007803510870801338	0	0	5.5195829811214425	47.27492621752575	JUN;ITPR1;AKT1;PIK3CB;ESR1;MMP9;EGFR;ATF4
KEGG_2016	Jak-STAT signaling pathway Homo sapiens hsa04630	10/158	0.0002367748546029491	0.0009514044157682136	0	0	4.257192676547516	35.54075095492634	IL6;CDKN1A;CCND1;STAT1;IL24;STAT3;BCL2;AKT1;PIK3CB;OSMR
KEGG_2016	Osteoclast differentiation Homo sapiens hsa04380	9/132	0.0002785352959446168	0.0010992196500671	0	0	4.601286173633441	37.66597111874228	NFKBIA;JUN;TGFB1;STAT1;ITGB3;AKT1;PIK3CB;SQSTM1;RELA
KEGG_2016	Acute myeloid leukemia Homo sapiens hsa05221	6/57	0.0002924565871181177	0.0011339106272474	0	0	7.354439865118022	59.84450631499353	CCND1;RPS6KB1;STAT3;AKT1;PIK3CB;RELA
KEGG_2016	Toll-like receptor signaling pathway Homo sapiens hsa04620	8/106	0.00030502506299322663	0.0011622506710603	0	0	5.123495552066981	41.47529394984341	NFKBIA;JUN;IL6;STAT1;SPP1;AKT1;PIK3CB;RELA
KEGG_2016	Ras signaling pathway Homo sapiens hsa04014	12/227	0.0003116819545702382	0.0011674866433902	0	0	3.5273331319842947	28.47802021892659	RALB;ABL1;AKT1;PLA2G4A;PRKCA;IGF1;PIK3CB;RELA;EGFR;EPHA2;VEGFA;IGF1R
KEGG_2016	ECM-receptor interaction Homo sapiens hsa04512	7/82	0.0003423635572890702	0.0012610391026814	0	0	5.846006389776358	46.64901095088429	ITGB5;ITGB3;DAG1;SPP1;ITGAV;ITGA6;HMMR
KEGG_2016	TNF signaling pathway Homo sapiens hsa04668	8/110	0.0003922057095317278	0.001420941996828	0	0	4.921568627450981	38.60342638700905	NFKBIA;JUN;IL6;AKT1;PIK3CB;MMP9;RELA;ATF4
KEGG_2016	Tight junction Homo sapiens hsa04530	9/139	0.00040819747498712153	0.0014550264834218	0	0	4.351966361612664	33.96169880909852	MAGI1;CDK4;ACTN1;PRKCE;RAB13;AKT1;HCLS1;CTNNB1;PRKCA
KEGG_2016	Inflammatory bowel disease (IBD) Homo sapiens hsa05321	6/65	0.0005982232420199691	0.0020842623217319	0	0	6.354636726762388	47.161232334872665	JUN;IL6;TGFB1;STAT1;STAT3;RELA
KEGG_2016	Dilated cardiomyopathy Homo sapiens hsa05414	7/90	0.0006035872786916124	0.0020842623217319	0	0	5.280380307171177	39.14145218156799	TGFB1;ITGB5;ITGB3;DAG1;ITGAV;ITGA6;IGF1
KEGG_2016	GnRH signaling pathway Homo sapiens hsa04912	7/91	0.0006450789296087021	0.0021932683606695	0	0	5.217252396166134	38.32665544222635	JUN;ITPR1;PLA2G4A;PRKCA;MAP3K4;EGFR;ATF4
KEGG_2016	Regulation of actin cytoskeleton Homo sapiens hsa04810	11/214	0.0006945823817760924	0.0022871765451921	0	0	3.4155467342611634	24.838538218138144	ITGB5;ROCK1;ACTN1;ITGB3;WAS;ITGAV;ITGA6;PIK3CB;IQGAP3;EGFR;PFN2
KEGG_2016	Sphingolipid signaling pathway Homo sapiens hsa04071	8/120	0.0007011408345792864	0.0022871765451921	0	0	4.47985347985348	32.536287853870164	ROCK1;PRKCE;BCL2;AKT1;PRKCA;PIK3CB;TP53;RELA
KEGG_2016	Amphetamine addiction Homo sapiens hsa05031	6/67	0.0007037466292898968	0.0022871765451921	0	0	6.145661480630678	44.6119231222284	ARC;JUN;HDAC1;PRKCA;SIRT1;ATF4
KEGG_2016	MAPK signaling pathway Homo sapiens hsa04010	12/255	0.0008760415170552641	0.0027750572609528	0	0	3.1164021164021163	21.93977342187601	JUN;TGFB1;DUSP1;DDIT3;AKT1;PLA2G4A;PRKCA;TP53;RELA;EGFR;MAP3K4;ATF4
KEGG_2016	Adipocytokine signaling pathway Homo sapiens hsa04920	6/70	0.0008883746232510294	0.0027750572609528	0	0	5.856687898089172	41.14977458545996	NFKBIA;STAT3;SLC2A1;AKT1;ACSL4;RELA
KEGG_2016	Chemokine signaling pathway Homo sapiens hsa04062	10/187	0.000891534233156792	0.0027750572609528	0	0	3.554401312192455	24.961020371264325	NFKBIA;CCL8;ROCK1;STAT1;STAT3;WAS;AKT1;CXCR4;PIK3CB;RELA
KEGG_2016	Oxytocin signaling pathway Homo sapiens hsa04921	9/158	0.0010265798214133	0.0031510297296159	0	0	3.793327434774164	26.10386833418558	JUN;CDKN1A;CCND1;ROCK1;ITPR1;PLA2G4A;PRKCA;PIK3CB;EGFR
KEGG_2016	Adherens junction Homo sapiens hsa04520	6/74	0.0011900709481488	0.0035753012432159	0	0	5.511052828774822	37.11000984463054	ACTN1;ERBB2;WAS;CTNNB1;EGFR;IGF1R
KEGG_2016	Glucagon signaling pathway Homo sapiens hsa04922	7/101	0.0011971596922985	0.0035753012432159	0	0	4.659846373462036	31.350530511869856	PYGB;PKM;ITPR1;SLC2A1;AKT1;SIRT1;ATF4
KEGG_2016	Chagas disease (American trypanosomiasis) Homo sapiens hsa05142	7/104	0.0014198378269667	0.0041287389442058	0	0	4.515035736635816	29.606049313159357	NFKBIA;JUN;IL6;TGFB1;AKT1;PIK3CB;RELA
KEGG_2016	T cell receptor signaling pathway Homo sapiens hsa04660	7/104	0.0014198378269667	0.0041287389442058	0	0	4.515035736635816	29.606049313159357	NFKBIA;JUN;PTPRC;CDK4;AKT1;PIK3CB;RELA
KEGG_2016	Fanconi anemia pathway Homo sapiens hsa03460	5/53	0.0015553543531	0.0044640689874689	0	0	6.492063492063492	41.9780193447197	BLM;WDR48;RAD51;BRCA1;MLH1
KEGG_2016	Tuberculosis Homo sapiens hsa05152	9/178	0.0023377904195991	0.0066237395221977	0	0	3.3409882227591847	20.24154105927596	IL6;TGFB1;STAT1;LAMP2;BCL2;AKT1;RFXANK;CORO1A;RELA
KEGG_2016	Viral myocarditis Homo sapiens hsa05416	5/59	0.0025102931377712	0.0070224656132588	0	0	5.768959435626102	34.54081241784272	CCND1;CAV1;DAG1;ABL1;EIF4G1
KEGG_2016	Salmonella infection Homo sapiens hsa05132	6/86	0.0025753776691032	0.0071144808108977	0	0	4.681528662420382	27.91014604895541	JUN;IL6;ROCK1;WAS;RELA;PFN2
KEGG_2016	Long-term depression Homo sapiens hsa04730	5/60	0.0027032642050617	0.0073755727076376	0	0	5.663780663780663	33.49160741706197	ITPR1;PLA2G4A;PRKCA;IGF1;IGF1R
KEGG_2016	VEGF signaling pathway Homo sapiens hsa04370	5/61	0.0029067528042522	0.0077675189382447	0	0	5.562358276643991	32.4881699784539	AKT1;PLA2G4A;PRKCA;PIK3CB;VEGFA
KEGG_2016	Leukocyte transendothelial migration Homo sapiens hsa04670	7/118	0.0029172129949064	0.0077675189382447	0	0	3.942751057767032	23.01433696718565	ROCK1;ACTN1;CXCR4;CTNNB1;PRKCA;PIK3CB;MMP9
KEGG_2016	Phagosome Homo sapiens hsa04145	8/154	0.0034183502241064	0.0089935166610418	0	0	3.430628731998595	19.48115883152168	MARCO;TUBB2A;ITGB5;ITGB3;LAMP2;TAP2;ITGAV;CORO1A
KEGG_2016	Lysosome Homo sapiens hsa04142	7/123	0.0036741702048928	0.0095528425327214	0	0	3.7718409166024016	21.146554399650583	GGA2;GALC;CD63;LAMP3;LAMP2;LAPTM5;CTSH
KEGG_2016	Huntington's disease Homo sapiens hsa05016	9/193	0.0040029697611628	0.0102867013629882	0	0	3.0662659024185657	16.92799166930152	COX7B;HDAC1;ITPR1;TFAM;VDAC1;HAP1;SDHD;SOD2;TP53
KEGG_2016	Inflammatory mediator regulation of TRP channels Homo sapiens hsa04750	6/98	0.0049194955146782	0.0124966495257919	0	0	4.068402104680144	21.6217235225674	PRKCE;ITPR1;PLA2G4A;PRKCA;IGF1;PIK3CB
KEGG_2016	Amoebiasis Homo sapiens hsa05146	6/100	0.0054259965317338	0.0136266503808316	0	0	3.981433798617699	20.769363229169088	IL6;TGFB1;ACTN1;PRKCA;PIK3CB;RELA
KEGG_2016	Leishmaniasis Homo sapiens hsa05140	5/73	0.0062856322701447	0.0154347192411332	0	0	4.5779645191409895	23.207940049478967	NFKBIA;JUN;TGFB1;STAT1;RELA
KEGG_2016	B cell receptor signaling pathway Homo sapiens hsa04662	5/73	0.0062856322701447	0.0154347192411332	0	0	4.5779645191409895	23.207940049478967	NFKBIA;JUN;AKT1;PIK3CB;RELA
KEGG_2016	Insulin signaling pathway Homo sapiens hsa04910	7/139	0.0071199726553252	0.0172913621629326	0	0	3.3119372640139413	16.377037597163667	PYGB;RPS6KB1;RHEB;FASN;AKT1;PIK3CB;EIF4E
KEGG_2016	Wnt signaling pathway Homo sapiens hsa04310	7/142	0.0079685429331719	0.0191418259590326	0	0	3.237841675541356	15.64607216350766	JUN;FZD2;CCND1;SIAH1;CTNNB1;PRKCA;TP53
KEGG_2016	Bacterial invasion of epithelial cells Homo sapiens hsa05100	5/78	0.0082841182361969	0.0196859153784895	0	0	4.263318112633181	20.435853258227997	CAV1;WAS;HCLS1;CTNNB1;PIK3CB
KEGG_2016	Phospholipase D signaling pathway Homo sapiens hsa04072	7/144	0.0085742517256977	0.0201586130997786	0	0	3.190247428931228	15.18236056322342	RALB;RHEB;AKT1;PLA2G4A;PRKCA;PIK3CB;EGFR
KEGG_2016	Cholinergic synapse Homo sapiens hsa04725	6/111	0.0089163019980297	0.0205609259963421	0	0	3.562329390354868	16.81374584247441	ITPR1;BCL2;AKT1;PRKCA;PIK3CB;ATF4
KEGG_2016	Dorso-ventral axis formation Homo sapiens hsa04320	3/27	0.0089314429667368	0.0205609259963421	0	0	7.750788643533123	36.56959511815622	CPEB2;EGFR;ETV6
KEGG_2016	Thyroid cancer Homo sapiens hsa05216	3/29	0.0108987817914121	0.0245778650602252	0	0	7.153846153846154	32.32897661670206	CCND1;CTNNB1;TP53
KEGG_2016	Homologous recombination Homo sapiens hsa03440	3/29	0.0108987817914121	0.0245778650602252	0	0	7.153846153846154	32.32897661670206	RAD52;BLM;RAD51
KEGG_2016	Gap junction Homo sapiens hsa04540	5/88	0.0135228790773337	0.0301874371322298	0	0	3.7477529164276153	16.127976018581244	TUBB2A;ITPR1;CDK1;PRKCA;EGFR
KEGG_2016	Platelet activation Homo sapiens hsa04611	6/122	0.0137780087773753	0.0304493993979994	0	0	3.222710300900505	13.808287285902956	ROCK1;ITGB3;ITPR1;AKT1;PLA2G4A;PIK3CB
KEGG_2016	Base excision repair Homo sapiens hsa03410	3/33	0.0155296781026663	0.0339807807989035	0	0	6.198738170347003	25.817759167334845	PARP1;OGG1;HMGB1
KEGG_2016	NF-kappa B signaling pathway Homo sapiens hsa04064	5/93	0.0168293392913998	0.0364635684646996	0	0	3.533910533910534	14.434722388676668	NFKBIA;PARP1;BCL2;ATM;RELA
KEGG_2016	Non-homologous end-joining Homo sapiens hsa03450	2/13	0.0177179926826228	0.0376507344505735	0	0	11.24585477415666	45.35649605514926	XRCC4;PRKDC
KEGG_2016	Fatty acid biosynthesis Homo sapiens hsa00061	2/13	0.0177179926826228	0.0376507344505735	0	0	11.24585477415666	45.35649605514926	FASN;ACSL4
KEGG_2016	cGMP-PKG signaling pathway Homo sapiens hsa04022	7/167	0.0181750413251822	0.0382541345987168	0	0	2.7284345047923324	10.934763285880688	ROCK1;PRKCE;ITPR1;AKT1;VDAC1;PIK3CB;ATF4
KEGG_2016	Protein processing in endoplasmic reticulum Homo sapiens hsa04141	7/169	0.0192660511207612	0.0398185043303089	0	0	2.694474026742397	10.64158466318626	HSPA5;DDIT3;UBE2D3;EIF2AK3;BCL2;ATF4;NFE2L2
